Location,year,month,day,hour,PM2.5,O3,TEMPERATURE,PRESSURE,DEWPOINT,RAIN
Wanshouxigong,2016,6,24,20,11,91,29.4,1001.1,5.5,0
Wanshouxigong,2016,6,24,21,5,92,28,1002.3,4.9,0
Wanshouxigong,2016,6,24,22,7,93,27.7,1002.8,4,0
Wanshouxigong,2016,6,24,23,3,91,27,1003.2,4.7,0
Wanshouxigong,2016,6,25,0,3,81,26.7,1003.2,5,0
Wanshouxigong,2016,6,25,1,7,67,25.9,1002.9,4.9,0
Wanshouxigong,2016,6,25,2,9,61,25.8,1002.8,5.4,0
Wanshouxigong,2016,6,25,3,7,58,25.9,1002.8,4.9,0
Wanshouxigong,2016,6,25,4,7,39,25.2,1003,5.4,0
Wanshouxigong,2016,6,25,5,6,39,22.8,1003.6,6.1,0
Wanshouxigong,2016,6,25,6,11,52,22.2,1004.2,10.3,0
Wanshouxigong,2016,6,25,7,6,48,25,1004.9,8.9,0
Wanshouxigong,2016,6,25,8,5,58,29,1004.8,8.1,0
Wanshouxigong,2016,6,25,9,11,79,30.9,1004.5,7.4,0
Wanshouxigong,2016,6,25,10,15,94,32.3,1004,7.9,0
Wanshouxigong,2016,6,25,11,12,106,33.9,1003.6,8.5,0
Wanshouxigong,2016,6,25,12,17,118,34.4,1002.8,6.7,0
Wanshouxigong,2016,6,25,13,19,117,35.6,1002,8.4,0
Wanshouxigong,2016,6,25,14,21,112,37,1001.3,7.9,0
Wanshouxigong,2016,6,25,15,23,118,37.3,1000.8,9,0
Wanshouxigong,2016,6,25,16,23,119,37.3,1000.3,6.3,0
Wanshouxigong,2016,6,25,17,NA,NA,37.1,1000.2,6.2,0
Wanshouxigong,2016,6,25,18,NA,NA,34.7,1000.5,9.2,0
Wanshouxigong,2016,6,25,19,NA,NA,33.8,1001,9.8,0
Wanshouxigong,2016,6,25,20,NA,NA,32.5,1001.3,10.5,0
Wanshouxigong,2016,6,25,21,NA,NA,31.4,1001.7,10.7,0
Wanshouxigong,2016,6,25,22,NA,NA,31.9,1001.9,8.2,0
Wanshouxigong,2016,6,25,23,NA,NA,29.8,1001.9,9.3,0
Wanshouxigong,2016,6,26,0,NA,NA,27.3,1001.9,10.9,0
Wanshouxigong,2016,6,26,1,NA,NA,24.9,1002.1,11.8,0
Wanshouxigong,2016,6,26,2,NA,NA,23.1,1002,13,0
Wanshouxigong,2016,6,26,3,NA,NA,22.4,1002.5,14.5,0
Wanshouxigong,2016,6,26,4,NA,NA,21.7,1002.4,15.3,0
Wanshouxigong,2016,6,26,5,NA,NA,21.9,1002.6,15.5,0
Wanshouxigong,2016,6,26,6,NA,NA,23.5,1002.6,14.2,0
Wanshouxigong,2016,6,26,7,NA,NA,25.7,1003,14.5,0
Wanshouxigong,2016,6,26,8,NA,NA,27.2,1002.8,13.9,0
Wanshouxigong,2016,6,26,9,NA,NA,29.7,1002.6,13.5,0
Wanshouxigong,2016,6,26,10,NA,NA,31.9,1002.3,13.6,0
Wanshouxigong,2016,6,26,11,NA,NA,33,1001.8,13.1,0
Wanshouxigong,2016,6,26,12,NA,NA,34.1,1001.2,13.5,0
Wanshouxigong,2016,6,26,13,NA,NA,36,1000.4,10.9,0
Wanshouxigong,2016,6,26,14,NA,NA,36.9,999.5,7.8,0
Wanshouxigong,2016,6,26,15,NA,NA,36,999.2,6.2,0
Wanshouxigong,2016,6,26,16,NA,NA,35.7,999.1,7.7,0
Wanshouxigong,2016,6,26,17,NA,NA,35.5,998.9,7.5,0
Wanshouxigong,2016,6,26,18,NA,NA,34.3,998.7,7.4,0
Wanshouxigong,2016,6,26,19,NA,NA,33.6,999,6.8,0
Wanshouxigong,2016,6,26,20,NA,NA,32.8,999.1,8.3,0
Wanshouxigong,2016,6,26,21,NA,NA,32.3,999.6,8.5,0
Wanshouxigong,2016,6,26,22,NA,NA,31.7,1000.1,9.3,0
Wanshouxigong,2016,6,26,23,NA,NA,31.1,999.7,9.9,0
Wanshouxigong,2016,6,27,0,NA,NA,30.5,999.3,9.9,0
Wanshouxigong,2016,6,27,1,NA,NA,29.8,999.1,10.4,0
Wanshouxigong,2016,6,27,2,NA,NA,29,998.9,11.1,0
Wanshouxigong,2016,6,27,3,NA,NA,28.5,998.5,11.5,0
Wanshouxigong,2016,6,27,4,NA,NA,27.4,998.3,12.2,0
Wanshouxigong,2016,6,27,5,NA,NA,26.8,998.3,12.8,0
Wanshouxigong,2016,6,27,6,NA,NA,26.5,998.6,13.3,0
Wanshouxigong,2016,6,27,7,NA,NA,27.7,999.3,15,0
Wanshouxigong,2016,6,27,8,NA,NA,26.3,1000,13.1,0
Wanshouxigong,2016,6,27,9,NA,NA,23.7,999.7,15.2,0
Wanshouxigong,2016,6,27,10,NA,NA,23.6,999.8,17.3,0.2
Wanshouxigong,2016,6,27,11,NA,NA,26.4,999.3,15.7,0.1
Wanshouxigong,2016,6,27,12,54,NA,30,998.2,14.5,0
Wanshouxigong,2016,6,27,13,63,205,29.5,997.8,15.6,0
Wanshouxigong,2016,6,27,14,86,184,28.9,997.7,15.8,0
Wanshouxigong,2016,6,27,15,72,172,27.6,998.9,18,2.7
Wanshouxigong,2016,6,27,16,75,162,25,998.8,19.4,0.5
Wanshouxigong,2016,6,27,17,72,161,25.8,998.2,18,0
Wanshouxigong,2016,6,27,18,79,165,26.3,998.4,17.6,0
Wanshouxigong,2016,6,27,19,65,149,25.8,999.1,16.4,0
Wanshouxigong,2016,6,27,20,47,150,25,999.8,15.3,0
Wanshouxigong,2016,6,27,21,46,167,22.8,1001.2,16.8,0
Wanshouxigong,2016,6,27,22,39,151,22.3,1000.9,17.2,0
Wanshouxigong,2016,6,27,23,48,136,21.7,1000.5,17.5,0
Wanshouxigong,2016,6,28,0,57,114,21.5,1001,17.9,0
Wanshouxigong,2016,6,28,1,58,98,21.2,1001,17.8,0
Wanshouxigong,2016,6,28,2,61,79,20.8,1000.4,18.4,0.7
Wanshouxigong,2016,6,28,3,76,74,20.1,1000,18.8,4
Wanshouxigong,2016,6,28,4,72,80,20.1,1001.3,18.8,1.6
Wanshouxigong,2016,6,28,5,71,77,19.9,1000.6,18.2,2.6
Wanshouxigong,2016,6,28,6,70,84,19.2,1001,17.7,0.3
Wanshouxigong,2016,6,28,7,44,92,18.9,1001.8,16.7,0.1
Wanshouxigong,2016,6,28,8,24,93,20.8,1001.4,16.6,0
Wanshouxigong,2016,6,28,9,21,83,21.1,1001.8,16.7,0
Wanshouxigong,2016,6,28,10,27,81,21.7,1002.5,16.9,0
Wanshouxigong,2016,6,28,11,41,95,21.9,1002.5,17.3,0
Wanshouxigong,2016,6,28,12,52,93,22.1,1002.1,17.9,0
Wanshouxigong,2016,6,28,13,63,75,22.1,1001.6,18.3,0
Wanshouxigong,2016,6,28,14,72,85,21.5,1001.6,19.1,0
Wanshouxigong,2016,6,28,15,80,78,21.3,1001.2,19.4,0.1
Wanshouxigong,2016,6,28,16,88,91,21.7,1001.5,19.1,0
Wanshouxigong,2016,6,28,17,103,89,22.1,1000.9,18.5,0
Wanshouxigong,2016,6,28,18,114,83,22.1,1001.2,18.9,0
Wanshouxigong,2016,6,28,19,117,60,21.8,1001.7,19.2,0.2
Wanshouxigong,2016,6,28,20,130,41,21.9,1001.7,18.9,0
Wanshouxigong,2016,6,28,21,131,31,21.2,1002.2,19.3,0.2
Wanshouxigong,2016,6,28,22,130,33,21.1,1001.8,19.9,0.6
Wanshouxigong,2016,6,28,23,125,34,20.9,1001.2,19.9,0
Wanshouxigong,2016,6,29,0,122,20,21,1000.8,20,0.1
Wanshouxigong,2016,6,29,1,107,31,21,1000.7,20,0
Wanshouxigong,2016,6,29,2,98,41,21,1000.8,20,0
Wanshouxigong,2016,6,29,3,97,27,21.1,1000,19.9,0
Wanshouxigong,2016,6,29,4,119,17,21.1,999.8,19.9,0
Wanshouxigong,2016,6,29,5,135,32,21,999.9,20.2,0
Wanshouxigong,2016,6,29,6,127,27,21.2,1000.1,20.2,0
Wanshouxigong,2016,6,29,7,127,33,21.3,1000.7,20.1,0
Wanshouxigong,2016,6,29,8,128,33,21.8,1001.1,20.1,0
Wanshouxigong,2016,6,29,9,128,48,23.2,1001,20,0
Wanshouxigong,2016,6,29,10,122,56,25.2,1001,20,0
Wanshouxigong,2016,6,29,11,116,88,26.1,1000.8,19.2,0
Wanshouxigong,2016,6,29,12,123,116,27.3,1000.4,19.4,0
Wanshouxigong,2016,6,29,13,125,166,27.8,999.6,19.1,0
Wanshouxigong,2016,6,29,14,119,210,28.7,999.1,19.6,0
Wanshouxigong,2016,6,29,15,106,201,29.3,998.9,19.9,0
Wanshouxigong,2016,6,29,16,94,192,28.4,999.4,19.9,0
Wanshouxigong,2016,6,29,17,116,167,28.2,999.5,20.2,0
Wanshouxigong,2016,6,29,18,123,160,26.7,1000.1,20.8,0.4
Wanshouxigong,2016,6,29,19,126,148,25.5,999,21.8,1.4
Wanshouxigong,2016,6,29,20,118,120,24,999.6,22.1,0
Wanshouxigong,2016,6,29,21,139,87,23.2,1000.1,21.8,0
Wanshouxigong,2016,6,29,22,153,41,23.4,1000.5,21.1,0
Wanshouxigong,2016,6,29,23,151,68,22.6,1001,20.9,0
Wanshouxigong,2016,6,30,0,146,40,21.6,1000.4,19.7,0
Wanshouxigong,2016,6,30,1,144,21,21.8,1000.5,20.1,0
Wanshouxigong,2016,6,30,2,176,2,21.9,1000.1,17.9,0
Wanshouxigong,2016,6,30,3,96,25,21.5,1000.7,17.9,0
Wanshouxigong,2016,6,30,4,54,55,20.9,1000.3,17.9,0
Wanshouxigong,2016,6,30,5,59,37,21.6,1000.2,18.4,0
Wanshouxigong,2016,6,30,6,63,17,20.9,1000.1,18.7,1.1
Wanshouxigong,2016,6,30,7,70,6,21.3,1000.3,19.6,0
Wanshouxigong,2016,6,30,8,77,10,22.7,999.7,19.1,0
Wanshouxigong,2016,6,30,9,101,32,25.5,1000.1,19.9,0
Wanshouxigong,2016,6,30,10,103,85,26.9,1000,20.5,0
Wanshouxigong,2016,6,30,11,97,122,28.3,999.7,19.8,0
Wanshouxigong,2016,6,30,12,73,163,29.7,999.6,19.1,0
Wanshouxigong,2016,6,30,13,64,203,30.9,998.6,17.2,0
Wanshouxigong,2016,6,30,14,45,222,31.5,997,18.5,0
Wanshouxigong,2016,6,30,15,44,251,32.6,997,16.8,0
Wanshouxigong,2016,6,30,16,37,246,32.9,997,16.3,0
Wanshouxigong,2016,6,30,17,29,248,33.2,997,16.5,0
Wanshouxigong,2016,6,30,18,35,234,31.1,997.3,19.1,0
Wanshouxigong,2016,6,30,19,68,214,30.1,998,20.6,0
Wanshouxigong,2016,6,30,20,73,197,29.3,998.4,21,0
Wanshouxigong,2016,6,30,21,99,169,28,999.1,22,0
Wanshouxigong,2016,6,30,22,119,154,26.9,999.2,22.3,0
Wanshouxigong,2016,6,30,23,128,118,27.9,999.6,15.9,0
Wanshouxigong,2016,7,1,0,57,100,27.2,1000,12,0
Wanshouxigong,2016,7,1,1,5,84,26.8,1000,12.4,0
Wanshouxigong,2016,7,1,2,12,63,25.9,1000,12.7,0
Wanshouxigong,2016,7,1,3,7,62,25.4,1000.1,12.9,0
Wanshouxigong,2016,7,1,4,7,60,23.9,999.7,12.8,0
Wanshouxigong,2016,7,1,5,9,44,23.4,999.6,13.6,0
Wanshouxigong,2016,7,1,6,12,36,24.1,1000.4,13.9,0
Wanshouxigong,2016,7,1,7,11,29,24.6,1000.9,13.5,0
Wanshouxigong,2016,7,1,8,8,45,26.5,1001.2,13.3,0
Wanshouxigong,2016,7,1,9,5,69,27.6,1001,11.6,0
Wanshouxigong,2016,7,1,10,5,83,28.7,1000.5,11.7,0
Wanshouxigong,2016,7,1,11,11,107,29.9,1000.2,13.2,0
Wanshouxigong,2016,7,1,12,12,125,30.4,999.8,12.8,0
Wanshouxigong,2016,7,1,13,11,141,30.8,999.3,13.6,0
Wanshouxigong,2016,7,1,14,9,151,31.5,998.9,12.3,0
Wanshouxigong,2016,7,1,15,8,154,31.2,998.4,10.5,0
Wanshouxigong,2016,7,1,16,15,153,32,997.9,10.1,0
Wanshouxigong,2016,7,1,17,18,171,32,997.5,10.1,0
Wanshouxigong,2016,7,1,18,28,190,31.4,997.6,13.6,0
Wanshouxigong,2016,7,1,19,22,194,30,998.1,16.8,0
Wanshouxigong,2016,7,1,20,23,179,28.8,998.6,17,0
Wanshouxigong,2016,7,1,21,21,139,28.2,999.2,15.5,0
Wanshouxigong,2016,7,1,22,21,104,27.6,999.7,15.3,0
Wanshouxigong,2016,7,1,23,24,75,26.8,999.8,15.5,0
Wanshouxigong,2016,7,2,0,28,40,25.3,999.7,16.2,0
Wanshouxigong,2016,7,2,1,31,31,24.9,999.8,17.1,0
Wanshouxigong,2016,7,2,2,38,25,23.7,999.8,17.9,0
Wanshouxigong,2016,7,2,3,52,17,22.5,1000.2,18.3,0
Wanshouxigong,2016,7,2,4,55,4,22.7,1000.4,18.2,0
Wanshouxigong,2016,7,2,5,48,2,21.2,1000.8,18.6,0
Wanshouxigong,2016,7,2,6,51,2,22.1,1001.1,19.5,0
Wanshouxigong,2016,7,2,7,89,18,23.5,1001.5,19.4,0
Wanshouxigong,2016,7,2,8,109,42,24.9,1001.9,19.7,0
Wanshouxigong,2016,7,2,9,102,86,26.7,1001.9,18,0
Wanshouxigong,2016,7,2,10,96,114,28.4,1001.8,17.3,0
Wanshouxigong,2016,7,2,11,83,145,30.1,1001.3,17.2,0
Wanshouxigong,2016,7,2,12,70,173,31.5,1000.7,17.4,0
Wanshouxigong,2016,7,2,13,36,210,32.7,1000.3,16.9,0
Wanshouxigong,2016,7,2,14,23,191,33.5,999.8,15,0
Wanshouxigong,2016,7,2,15,22,189,33.7,999.6,14.7,0
Wanshouxigong,2016,7,2,16,24,184,33.8,999.4,13.3,0
Wanshouxigong,2016,7,2,17,19,184,33.1,999.2,13.7,0
Wanshouxigong,2016,7,2,18,29,184,32.8,999.2,13.9,0
Wanshouxigong,2016,7,2,19,25,167,31.9,999.5,13.2,0
Wanshouxigong,2016,7,2,20,22,153,31,1000.2,13.7,0
Wanshouxigong,2016,7,2,21,33,113,30,1000.9,15.3,0
Wanshouxigong,2016,7,2,22,46,123,29.4,1001.3,14.4,0
Wanshouxigong,2016,7,2,23,47,111,27.5,1001.3,15.5,0
Wanshouxigong,2016,7,3,0,48,78,27.7,1001.7,16.3,0
Wanshouxigong,2016,7,3,1,57,63,27.4,1001.8,17.6,0
Wanshouxigong,2016,7,3,2,70,53,26.9,1001.7,17.9,0
Wanshouxigong,2016,7,3,3,70,45,26.7,1001.6,17.7,0
Wanshouxigong,2016,7,3,4,76,12,25.9,1001.7,17.8,0
Wanshouxigong,2016,7,3,5,75,15,23.8,1001.8,18.2,0
Wanshouxigong,2016,7,3,6,74,18,24.4,1002.1,18.8,0
Wanshouxigong,2016,7,3,7,77,25,25.3,1002.4,19.2,0
Wanshouxigong,2016,7,3,8,94,43,27.1,1002.4,20,0
Wanshouxigong,2016,7,3,9,97,77,28.6,1002.7,18.7,0
Wanshouxigong,2016,7,3,10,92,107,29.8,1003.1,17.9,0
Wanshouxigong,2016,7,3,11,83,151,31.2,1002.7,18.5,0
Wanshouxigong,2016,7,3,12,80,194,30.9,1002.4,18.3,0
Wanshouxigong,2016,7,3,13,80,226,32,1001.7,17.5,0
Wanshouxigong,2016,7,3,14,71,241,32,1001.1,18.2,0
Wanshouxigong,2016,7,3,15,78,256,31.6,1000.8,18.2,0
Wanshouxigong,2016,7,3,16,80,266,32,1000.3,17.5,0
Wanshouxigong,2016,7,3,17,100,224,30.3,1000.6,18.7,0
Wanshouxigong,2016,7,3,18,102,135,29.7,1001.1,19.1,0
Wanshouxigong,2016,7,3,19,122,86,29.4,1001.4,19.4,0
Wanshouxigong,2016,7,3,20,124,90,28.9,1001.7,20.1,0
Wanshouxigong,2016,7,3,21,122,89,28.5,1002.7,20.8,0
Wanshouxigong,2016,7,3,22,114,95,28.2,1003.2,20.2,0
Wanshouxigong,2016,7,3,23,123,99,27.4,1003.1,20.5,0
Wanshouxigong,2016,7,4,0,130,88,26.7,1002.1,21,0
Wanshouxigong,2016,7,4,1,131,69,25.3,1001.8,21,0
Wanshouxigong,2016,7,4,2,129,42,25.2,1001.7,21.5,0
Wanshouxigong,2016,7,4,3,137,45,25,1002.4,22.3,0
Wanshouxigong,2016,7,4,4,197,21,24.8,1002.2,22.1,0
Wanshouxigong,2016,7,4,5,207,14,24.3,1003,22.6,0
Wanshouxigong,2016,7,4,6,210,18,24.4,1003.6,22.7,0
Wanshouxigong,2016,7,4,7,254,32,24.9,1004.1,22,0
Wanshouxigong,2016,7,4,8,210,53,25.5,1004.4,20.7,0
Wanshouxigong,2016,7,4,9,173,75,27,1004.5,20.3,0
Wanshouxigong,2016,7,4,10,146,107,28.5,1004.4,20.2,0
Wanshouxigong,2016,7,4,11,116,148,29.9,1004.3,20.5,0
Wanshouxigong,2016,7,4,12,107,182,30.1,1004.1,20.1,0
Wanshouxigong,2016,7,4,13,109,217,31,1003.4,20,0
Wanshouxigong,2016,7,4,14,106,229,31.3,1002.9,20.6,0
Wanshouxigong,2016,7,4,15,117,235,30.9,1002.8,19.6,0
Wanshouxigong,2016,7,4,16,107,237,31.4,1002.2,19.7,0
Wanshouxigong,2016,7,4,17,111,254,31.4,1002.2,19.4,0
Wanshouxigong,2016,7,4,18,105,240,31,1002.6,19,0
Wanshouxigong,2016,7,4,19,97,250,29.5,1003.1,20.4,0
Wanshouxigong,2016,7,4,20,103,212,28.5,1003.9,19.2,0
Wanshouxigong,2016,7,4,21,64,146,27.5,1004.8,17.4,0
Wanshouxigong,2016,7,4,22,47,107,26.9,1005.1,17.4,0
Wanshouxigong,2016,7,4,23,46,79,26.2,1005.1,18.6,0
Wanshouxigong,2016,7,5,0,56,47,25.6,1005.6,19.3,0
Wanshouxigong,2016,7,5,1,91,60,24.5,1005.8,20.4,0
Wanshouxigong,2016,7,5,2,111,63,24.2,1005.8,19.7,0
Wanshouxigong,2016,7,5,3,118,72,23.8,1006,19.9,0
Wanshouxigong,2016,7,5,4,129,56,23.1,1006.1,19.9,0
Wanshouxigong,2016,7,5,5,133,59,22.6,1006.4,19.9,0
Wanshouxigong,2016,7,5,6,128,53,22.9,1006.9,20.4,0
Wanshouxigong,2016,7,5,7,120,58,24,1007.3,20.1,0
Wanshouxigong,2016,7,5,8,92,78,25.8,1007.5,18.5,0
Wanshouxigong,2016,7,5,9,100,74,27.4,1007.6,17,0
Wanshouxigong,2016,7,5,10,106,88,28.7,1007.6,14.1,0
Wanshouxigong,2016,7,5,11,93,120,29.6,1007.4,15.7,0
Wanshouxigong,2016,7,5,12,84,163,30.3,1007,16.7,0
Wanshouxigong,2016,7,5,13,76,207,31,1006.4,16.2,0
Wanshouxigong,2016,7,5,14,75,231,32,1005.7,16.7,0
Wanshouxigong,2016,7,5,15,73,243,31.7,1005.3,17.2,0
Wanshouxigong,2016,7,5,16,81,259,32.1,1004.9,17.2,0
Wanshouxigong,2016,7,5,17,80,263,31.9,1004.5,17.8,0
Wanshouxigong,2016,7,5,18,76,239,31.2,1004.7,17.9,0
Wanshouxigong,2016,7,5,19,79,233,30.5,1005.2,17.9,0
Wanshouxigong,2016,7,5,20,76,222,29.7,1005.3,18.2,0
Wanshouxigong,2016,7,5,21,87,218,29.2,1006.1,18,0
Wanshouxigong,2016,7,5,22,102,208,28.7,1006.6,18.5,0
Wanshouxigong,2016,7,5,23,102,202,28.3,1006.7,18.1,0
Wanshouxigong,2016,7,6,0,93,153,27.4,1006.9,17.3,0
Wanshouxigong,2016,7,6,1,81,103,26.7,1007.5,16,0
Wanshouxigong,2016,7,6,2,65,66,26.2,1007.8,15.6,0
Wanshouxigong,2016,7,6,3,55,60,25.7,1007.7,15.7,0
Wanshouxigong,2016,7,6,4,46,46,24.4,1007.6,16.4,0
Wanshouxigong,2016,7,6,5,49,35,23.2,1007.7,17,0
Wanshouxigong,2016,7,6,6,56,25,23.1,1008,18,0
Wanshouxigong,2016,7,6,7,66,35,25.5,1008.6,17.4,0
Wanshouxigong,2016,7,6,8,76,57,27.8,1009,18.2,0
Wanshouxigong,2016,7,6,9,85,88,28.6,1008.8,17.8,0
Wanshouxigong,2016,7,6,10,112,129,30,1008.6,18.4,0
Wanshouxigong,2016,7,6,11,96,187,31.6,1008.2,18.2,0
Wanshouxigong,2016,7,6,12,89,231,32,1007.7,17.1,0
Wanshouxigong,2016,7,6,13,74,228,33.4,1007.2,15.9,0
Wanshouxigong,2016,7,6,14,72,230,33.5,1006.7,15.9,0
Wanshouxigong,2016,7,6,15,58,225,33.9,1006.6,15.4,0
Wanshouxigong,2016,7,6,16,45,213,33.7,1006.3,15.2,0
Wanshouxigong,2016,7,6,17,33,214,33.5,1005.7,15.9,0
Wanshouxigong,2016,7,6,18,39,221,32.8,1005.7,15.3,0
Wanshouxigong,2016,7,6,19,45,217,32,1005.7,15.9,0
Wanshouxigong,2016,7,6,20,59,210,31.1,1005.9,15.5,0
Wanshouxigong,2016,7,6,21,73,199,30,1006.6,17.1,0
Wanshouxigong,2016,7,6,22,79,175,29,1006.8,18.5,0
Wanshouxigong,2016,7,6,23,83,173,28.3,1007.1,19,0
Wanshouxigong,2016,7,7,0,87,160,28,1007.3,17.8,0
Wanshouxigong,2016,7,7,1,89,118,27.4,1007.5,17.3,0
Wanshouxigong,2016,7,7,2,92,102,27,1007.3,18,0
Wanshouxigong,2016,7,7,3,92,107,25.6,1007.3,18.3,0
Wanshouxigong,2016,7,7,4,95,76,24.3,1007.4,19.1,0
Wanshouxigong,2016,7,7,5,107,53,23.5,1007.9,20.4,0
Wanshouxigong,2016,7,7,6,141,33,23.9,1008.2,20.6,0
Wanshouxigong,2016,7,7,7,141,29,25,1008.4,20.9,0
Wanshouxigong,2016,7,7,8,127,39,26.4,1008.4,20.9,0
Wanshouxigong,2016,7,7,9,109,66,27.8,1008.3,20.9,0
Wanshouxigong,2016,7,7,10,117,109,28.4,1008.1,20.4,0
Wanshouxigong,2016,7,7,11,122,171,30.1,1008,20.4,0
Wanshouxigong,2016,7,7,12,133,237,31.6,1007.2,18.9,0
Wanshouxigong,2016,7,7,13,125,261,32.6,1006.2,17.6,0
Wanshouxigong,2016,7,7,14,114,228,33.4,1005.7,17.6,0
Wanshouxigong,2016,7,7,15,108,259,33.2,1005.4,17.4,0
Wanshouxigong,2016,7,7,16,113,258,34,1005,18.1,0
Wanshouxigong,2016,7,7,17,114,263,33.3,1004.7,18.3,0
Wanshouxigong,2016,7,7,18,106,247,32.7,1004.3,18.9,0
Wanshouxigong,2016,7,7,19,129,283,31.2,1004.7,20.5,0
Wanshouxigong,2016,7,7,20,116,251,30.3,1004.9,19.7,0
Wanshouxigong,2016,7,7,21,92,206,29.6,1005.5,18.7,0
Wanshouxigong,2016,7,7,22,82,165,29.1,1005.6,18.5,0
Wanshouxigong,2016,7,7,23,77,134,28.5,1005.9,19.2,0
Wanshouxigong,2016,7,8,0,67,103,27.4,1005.8,19.7,0
Wanshouxigong,2016,7,8,1,73,76,26,1005.9,20.6,0
Wanshouxigong,2016,7,8,2,57,44,24.9,1005.8,20.8,0
Wanshouxigong,2016,7,8,3,59,26,24.6,1005.8,20.9,0
Wanshouxigong,2016,7,8,4,59,31,24.1,1005.7,20.8,0
Wanshouxigong,2016,7,8,5,62,25,24.1,1005.6,21,0
Wanshouxigong,2016,7,8,6,59,35,24.4,1006.1,21.1,0
Wanshouxigong,2016,7,8,7,69,30,24.9,1006.1,21.4,0
Wanshouxigong,2016,7,8,8,76,23,25.3,1006.4,21.4,0
Wanshouxigong,2016,7,8,9,81,28,26.5,1005.9,21.5,0
Wanshouxigong,2016,7,8,10,99,38,27.3,1005.6,21.6,0
Wanshouxigong,2016,7,8,11,112,64,28,1005.3,22,0
Wanshouxigong,2016,7,8,12,115,87,29.8,1004.6,22,0
Wanshouxigong,2016,7,8,13,124,147,30.5,1003.9,22.4,0
Wanshouxigong,2016,7,8,14,132,194,31.7,1003.2,22.1,0
Wanshouxigong,2016,7,8,15,131,236,32.2,1002.4,21.7,0
Wanshouxigong,2016,7,8,16,119,235,32.7,1001.8,20.9,0
Wanshouxigong,2016,7,8,17,117,239,32.7,1001.2,20.6,0
Wanshouxigong,2016,7,8,18,106,236,32.5,1001,19.7,0
Wanshouxigong,2016,7,8,19,102,226,31.8,1001.3,21,0
Wanshouxigong,2016,7,8,20,112,226,30.7,1001.7,23.4,0
Wanshouxigong,2016,7,8,21,120,214,30,1002,22.7,0
Wanshouxigong,2016,7,8,22,71,135,29.3,1002.3,21.8,0
Wanshouxigong,2016,7,8,23,44,89,28.7,1002.2,21.5,0
Wanshouxigong,2016,7,9,0,43,67,27.8,1002.4,21.8,0
Wanshouxigong,2016,7,9,1,46,40,27.3,1002.4,22,0
Wanshouxigong,2016,7,9,2,47,15,26.5,1002.2,22.1,0
Wanshouxigong,2016,7,9,3,54,5,25.9,1002.2,22.2,0
Wanshouxigong,2016,7,9,4,65,13,25.4,1002.1,22.3,0
Wanshouxigong,2016,7,9,5,73,19,25.2,1002.2,22.9,0
Wanshouxigong,2016,7,9,6,64,14,25.4,1002.4,23.1,0
Wanshouxigong,2016,7,9,7,69,18,26.1,1002.7,23.2,0
Wanshouxigong,2016,7,9,8,77,21,27.3,1002.6,23.3,0
Wanshouxigong,2016,7,9,9,92,34,27.9,1002.7,23.3,0
Wanshouxigong,2016,7,9,10,94,66,30.2,1002.5,23.4,0
Wanshouxigong,2016,7,9,11,101,101,31.7,1001.8,23.3,0
Wanshouxigong,2016,7,9,12,109,143,32.8,1000.9,22.6,0
Wanshouxigong,2016,7,9,13,113,193,34,1000,22.8,0
Wanshouxigong,2016,7,9,14,97,217,34.7,999.1,21.7,0
Wanshouxigong,2016,7,9,15,71,196,35.4,998.5,22,0
Wanshouxigong,2016,7,9,16,70,213,35.5,998.2,21.7,0
Wanshouxigong,2016,7,9,17,74,223,34.7,998,21.7,0
Wanshouxigong,2016,7,9,18,75,214,34.4,998.2,21.1,0
Wanshouxigong,2016,7,9,19,76,204,33.7,998.4,20.8,0
Wanshouxigong,2016,7,9,20,83,200,32.8,998.4,22,0
Wanshouxigong,2016,7,9,21,96,181,32.2,998.9,21.7,0
Wanshouxigong,2016,7,9,22,102,145,31.5,999.1,22.5,0
Wanshouxigong,2016,7,9,23,81,106,30.7,999.3,22.6,0
Wanshouxigong,2016,7,10,0,80,81,30.1,999.4,22.5,0
Wanshouxigong,2016,7,10,1,83,68,29.1,999.4,22.6,0
Wanshouxigong,2016,7,10,2,96,62,28.5,999.2,22.5,0
Wanshouxigong,2016,7,10,3,107,47,28,999.1,22.7,0
Wanshouxigong,2016,7,10,4,116,36,26.8,999.2,22.6,0
Wanshouxigong,2016,7,10,5,125,34,26.2,999.3,23.1,0
Wanshouxigong,2016,7,10,6,138,31,27.1,999.5,23.6,0
Wanshouxigong,2016,7,10,7,141,26,28.4,999.7,23.5,0
Wanshouxigong,2016,7,10,8,149,29,29.9,999.9,23.6,0
Wanshouxigong,2016,7,10,9,150,60,30.6,999.9,23.5,0
Wanshouxigong,2016,7,10,10,147,114,32,999.4,23.3,0
Wanshouxigong,2016,7,10,11,113,171,33.5,998.9,21.6,0
Wanshouxigong,2016,7,10,12,73,179,34.6,998.3,19.8,0
Wanshouxigong,2016,7,10,13,55,187,35.3,997.6,20,0
Wanshouxigong,2016,7,10,14,39,186,35.8,996.9,19.7,0
Wanshouxigong,2016,7,10,15,42,183,35.9,996.3,20.2,0
Wanshouxigong,2016,7,10,16,55,217,35.6,996.1,20.7,0
Wanshouxigong,2016,7,10,17,55,217,35.7,995.9,20.4,0
Wanshouxigong,2016,7,10,18,60,212,34.9,995.8,19.7,0
